Sucursal,Equipo,Fecha,Temperatura C°,Observaciones,Responsable,email
Plaza Egaña,EGA003,01-08-2025 22:07:00,10,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,01-08-2025 22:07:00,1.8,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,01-08-2025 22:06:00,2.8,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,01-08-2025 22:06:00,5.4,,David,huente.plazaegana@gmail.com
Costanera,COS002,01-08-2025 21:28:00,5.2,,Nino,huentecostanera@gmail.com
Costanera,COS001,01-08-2025 21:18:00,7.1,,Nino,huentecostanera@gmail.com
Costanera,COS003,01-08-2025 21:12:00,-22,,Nino,huentecostanera@gmail.com
Costanera,COS004,01-08-2025 21:11:00,4.8,,Nino,huentecostanera@gmail.com
MUT,MUT004,01-08-2025 20:20:09,17.6,,Paula,huente.mut@gmail.com
MUT,MUT003,01-08-2025 20:19:55,0.6,,Paula,huente.mut@gmail.com
MUT,MUT002,01-08-2025 20:19:25,0.6,,Paula,huente.mut@gmail.com
MUT,MUT001,01-08-2025 20:19:15,0.9,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA001,01-08-2025 18:19:00,1,,David,huente.plazaegana@gmail.com
Esc. Militar,EM005,01-08-2025 17:34:35,6.07,,Nicole,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,01-08-2025 17:34:19,5.04,,Nicoke,huente.escuelamilitar@gmail.com
Costanera,COS004,01-08-2025 17:34:00,3.5,,Nino,huentecostanera@gmail.com
Esc. Militar,EM003,01-08-2025 17:33:48,12.09,,Nicole,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,01-08-2025 17:33:20,16.01,,Nicole,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,01-08-2025 17:33:00,9.09,,Nicole,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA002,01-08-2025 17:31:00,5.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,01-08-2025 17:21:00,10.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,01-08-2025 17:21:00,1.8,,David,huente.plazaegana@gmail.com
Costanera,COS003,01-08-2025 17:20:00,-21.6,,Nino,huentecostanera@gmail.com
Costanera,COS002,01-08-2025 17:13:00,5.3,,Nino,huentecostanera@gmail.com
Costanera,COS001,01-08-2025 17:09:00,7.6,,Nino,huentecostanera@gmail.com
MUT,MUT004,01-08-2025 16:31:45,14.7,,Paula,huente.mut@gmail.com
MUT,MUT003,01-08-2025 16:31:36,0.5,,Paula,huente.mut@gmail.com
MUT,MUT002,01-08-2025 16:31:25,0.4,,Paula,huente.mut@gmail.com
MUT,MUT001,01-08-2025 16:31:14,0.7,,Paula,huente.mut@gmail.com
Costanera,COS003,01-08-2025 12:18:00,-21.5,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA004,01-08-2025 12:17:00,1.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,01-08-2025 12:14:00,6.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,01-08-2025 12:14:00,9.6,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,01-08-2025 12:13:00,1.2,,David,huente.plazaegana@gmail.com
Costanera,COS001,01-08-2025 12:10:00,8.4,,Nino,huentecostanera@gmail.com
Costanera,COS004,01-08-2025 12:08:00,4.1,,Nino,huentecostanera@gmail.com
Costanera,COS002,01-08-2025 12:07:00,4.3,,Nino,huentecostanera@gmail.com
Esc. Militar,EM005,01-08-2025 11:54:25,9,,Nicole,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,01-08-2025 11:50:13,14.01,,Nicole,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,01-08-2025 11:49:44,13.05,,Nicole,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,01-08-2025 11:49:10,10.01,,Nicole,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,01-08-2025 11:48:53,8.04,,Nicole,huente.escuelamilitar@gmail.com
MUT,MUT004,01-08-2025 11:26:02,8.2,,Paula,huente.mut@gmail.com
MUT,MUT003,01-08-2025 11:25:41,0.2,,Paula,huente.mut@gmail.com
MUT,MUT002,01-08-2025 11:24:14,0.8,,Paula,huente.mut@gmail.com
MUT,MUT001,01-08-2025 11:23:57,1,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA001,31-07-2025 21:53:00,2.1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,31-07-2025 21:53:00,6.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,31-07-2025 21:41:00,9.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,31-07-2025 21:34:00,2.4,,David,huente.plazaegana@gmail.com
Costanera,COS003,31-07-2025 21:15:00,-21.5,,Nino,huentecostanera@gmail.com
Costanera,COS004,31-07-2025 21:00:00,2,,Nino,huentecostanera@gmail.com
MUT,MUT004,31-07-2025 20:07:45,8.9,,Paula,huente.mut@gmail.com
MUT,MUT003,31-07-2025 20:07:34,0.4,,Paula,huente.mut@gmail.com
MUT,MUT002,31-07-2025 20:07:12,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,31-07-2025 20:04:42,1,,Paula,huente.mut@gmail.com
MUT,MUT004,31-07-2025 18:05:21,10.4,,Paula,huente.mut@gmail.com
MUT,MUT003,31-07-2025 18:03:08,0.2,,Paula,huente.mut@gmail.com
MUT,MUT002,31-07-2025 17:59:12,0.5,,Paula,huente.mut@gmail.com
MUT,MUT001,31-07-2025 17:58:56,0.8,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA001,31-07-2025 17:55:00,0.6,0,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,31-07-2025 17:54:00,4.7,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,31-07-2025 17:46:00,1.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,31-07-2025 17:21:00,8.7,,David,huente.plazaegana@gmail.com
Costanera,COS003,31-07-2025 17:11:00,-20.2,,Nino,huentecostanera@gmail.com
Costanera,COS004,31-07-2025 17:06:00,1.8,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA001,31-07-2025 12:50:00,2.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,31-07-2025 12:50:00,4.6,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,31-07-2025 12:16:00,8.6,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,31-07-2025 12:15:00,1.9,,David,huente.plazaegana@gmail.com
Costanera,COS004,31-07-2025 12:13:00,2,,Nino,huentecostanera@gmail.com
Costanera,COS003,31-07-2025 12:10:00,-22,,Nino,huentecostanera@gmail.com
MUT,MUT004,31-07-2025 11:12:47,13.3,,Paula,huente.mut@gmail.com
MUT,MUT003,31-07-2025 11:12:26,0.5,,Paula,huente.mut@gmail.com
MUT,MUT002,31-07-2025 11:09:15,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,31-07-2025 11:09:01,1,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA003,30-07-2025 21:51:00,10.1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,30-07-2025 21:50:00,6.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,30-07-2025 21:48:00,1.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,30-07-2025 21:48:00,2,,David,huente.plazaegana@gmail.com
Costanera,COS004,30-07-2025 21:08:00,2,,Nino,huentecostanera@gmail.com
Costanera,COS002,30-07-2025 21:06:00,1.4,,Nino,huentecostanera@gmail.com
Costanera,COS001,30-07-2025 21:00:00,6.2,,Nino,huentecostanera@gmail.com
Costanera,COS003,30-07-2025 21:00:00,-22.2,,Nino,huentecostanera@gmail.com
MUT,MUT004,30-07-2025 19:54:26,14.6,,Paula,huente.mut@gmail.com
MUT,MUT003,30-07-2025 19:54:16,0.5,,Paula,huente.mut@gmail.com
MUT,MUT002,30-07-2025 19:54:05,0.6,,Paula,huente.mut@gmail.com
MUT,MUT001,30-07-2025 19:52:53,0.8,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,30-07-2025 17:52:00,1.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,30-07-2025 17:51:00,6.7,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,30-07-2025 17:50:00,4.6,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,30-07-2025 17:48:00,0.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,30-07-2025 17:34:00,9.9,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,30-07-2025 17:23:00,-22,,Nino,huentecostanera@gmail.com
Costanera,COS004,30-07-2025 17:22:00,1.9,,Nino,huentecostanera@gmail.com
Costanera,COS002,30-07-2025 17:12:00,1.8,,Nino,huentecostanera@gmail.com
Costanera,COS001,30-07-2025 17:05:00,5.9,,Nino,huentecostanera@gmail.com
MUT,MUT004,30-07-2025 16:03:36,18.3,,Paula,huente.mut@gmail.com
MUT,MUT003,30-07-2025 16:03:22,0.2,,Paula,huente.mut@gmail.com
MUT,MUT002,30-07-2025 16:03:03,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,30-07-2025 16:02:48,0.7,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,30-07-2025 12:31:00,0.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,30-07-2025 12:30:00,8.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,30-07-2025 12:28:00,4.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,30-07-2025 12:27:00,0.1,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,30-07-2025 12:17:00,1.1,,Nino,huentecostanera@gmail.com
Costanera,COS003,30-07-2025 12:16:00,-21.9,,Nino,huentecostanera@gmail.com
Costanera,COS002,30-07-2025 12:11:00,2,,Nino,huentecostanera@gmail.com
Costanera,COS002,30-07-2025 12:05:00,2,,Nino,huentecostanera@gmail.com
Costanera,COS001,30-07-2025 12:01:00,5.2,,Nino,huentecostanera@gmail.com
MUT,MUT004,30-07-2025 11:36:29,10.8,,Paula,huente.mut@gmail.com
MUT,MUT003,30-07-2025 11:36:16,0.3,,Paula,huente.mut@gmail.com
MUT,MUT002,30-07-2025 11:35:46,0.6,,Paula,huente.mut@gmail.com
MUT,MUT001,30-07-2025 11:34:41,0.5,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA003,29-07-2025 21:27:00,9.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,29-07-2025 21:27:00,2.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,29-07-2025 21:22:00,5.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,29-07-2025 21:20:00,2.4,,Luis,huente.plazaegana@gmail.com
Costanera,COS001,29-07-2025 21:05:00,7,,Nino,huentecostanera@gmail.com
Costanera,COS002,29-07-2025 21:05:00,2.2,,Nino,huentecostanera@gmail.com
Costanera,COS003,29-07-2025 21:01:00,-21.9,,Nino,huentecostanera@gmail.com
MUT,MUT004,29-07-2025 20:14:53,13.1,,Paula,huente.mut@gmail.com
MUT,MUT003,29-07-2025 20:14:15,0.3,,Paula,huente.mut@gmail.com
MUT,MUT002,29-07-2025 20:14:04,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,29-07-2025 20:13:41,0.9,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA001,29-07-2025 17:48:00,1.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,29-07-2025 17:38:00,1.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,29-07-2025 17:32:00,5.6,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,29-07-2025 17:20:00,-21.6,,Nino,huentecostanera@gmail.com
Costanera,COS004,29-07-2025 17:13:00,1.5,,Nino,huentecostanera@gmail.com
Costanera,COS001,29-07-2025 17:11:00,6.5,,Nino,huentecostanera@gmail.com
Costanera,COS002,29-07-2025 17:04:00,1.9,,Nino,huentecostanera@gmail.com
MUT,MUT004,29-07-2025 16:03:31,8.4,,Paula,huente.mut@gmail.com
MUT,MUT003,29-07-2025 16:03:20,0.5,,Paula,huente.mut@gmail.com
MUT,MUT002,29-07-2025 16:03:10,0.4,,Paula,huente.mut@gmail.com
MUT,MUT001,29-07-2025 16:02:55,0.9,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA003,29-07-2025 12:37:00,10,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,29-07-2025 12:28:00,2.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,29-07-2025 12:26:00,5.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,29-07-2025 12:25:00,2.1,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,29-07-2025 12:15:00,2,,Nino,huentecostanera@gmail.com
Costanera,COS001,29-07-2025 12:14:00,6.2,,Nino,huentecostanera@gmail.com
Costanera,COS003,29-07-2025 12:05:00,-22,,Nino,huentecostanera@gmail.com
Costanera,COS002,29-07-2025 12:04:00,1.3,,Nino,huentecostanera@gmail.com
MUT,MUT004,29-07-2025 11:35:21,5.2,,Paula,huente.mut@gmail.com
MUT,MUT003,29-07-2025 11:35:06,0.1,,Paula,huente.mut@gmail.com
MUT,MUT002,29-07-2025 11:34:09,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,29-07-2025 11:33:41,1,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,28-07-2025 21:27:00,2.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,28-07-2025 21:26:00,9.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,28-07-2025 21:21:00,6.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,28-07-2025 21:20:00,2.4,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,28-07-2025 21:16:00,-22,,Nino,huentecostanera@gmail.com
Costanera,COS004,28-07-2025 21:06:00,1.5,,Nino,huentecostanera@gmail.com
Costanera,COS002,28-07-2025 21:04:00,1.6,,Nino,huentecostanera@gmail.com
MUT,MUT004,28-07-2025 20:07:50,10,,Paula,huente.mut@gmail.com
MUT,MUT003,28-07-2025 20:07:38,0.2,,Paula,huente.mut@gmail.com
MUT,MUT002,28-07-2025 20:07:23,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,28-07-2025 20:07:04,0.9,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA001,28-07-2025 17:48:00,1.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,28-07-2025 17:44:00,10.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,28-07-2025 17:44:00,1.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,28-07-2025 17:43:00,5.7,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,28-07-2025 17:21:00,2.2,,Nino,huentecostanera@gmail.com
Costanera,COS003,28-07-2025 17:14:00,-21.6,,Nino,huentecostanera@gmail.com
Costanera,COS002,28-07-2025 17:03:00,1.8,,Nino,huentecostanera@gmail.com
MUT,MUT004,28-07-2025 16:31:55,7.8,,Paula,huente.mut@gmail.com
MUT,MUT003,28-07-2025 16:31:43,0.1,,Paula,huente.mut@gmail.com
MUT,MUT002,28-07-2025 16:30:24,0.6,,Paula,huente.mut@gmail.com
MUT,MUT001,28-07-2025 16:30:13,0.1,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,28-07-2025 12:34:00,1.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,28-07-2025 12:31:00,9.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,28-07-2025 12:29:00,5.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,28-07-2025 12:25:00,1.7,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,28-07-2025 12:13:00,-20.8,,Nino,huentecostanera@gmail.com
MUT,MUT004,28-07-2025 12:10:35,9.5,,Paula,huente.mut@gmail.com
MUT,MUT003,28-07-2025 12:10:13,0.2,,Paula,huente.mut@gmail.com
Costanera,COS004,28-07-2025 12:10:00,1.7,,Nino,huentecostanera@gmail.com
MUT,MUT002,28-07-2025 12:09:39,0.5,,Paula,huente.mut@gmail.com
MUT,MUT001,28-07-2025 12:09:21,1,,Paula,huente.mut@gmail.com
Costanera,COS002,28-07-2025 12:03:00,2,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA001,27-07-2025 20:30:00,-2.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,27-07-2025 20:30:00,5.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,27-07-2025 20:30:00,8.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,27-07-2025 20:30:00,3.7,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,27-07-2025 20:12:28,-1.2,,Matias,huentecostanera@gmail.com
Costanera,COS004,27-07-2025 20:01:50,5,,Matias,huentecostanera@gmail.com
Costanera,COS003,27-07-2025 20:01:29,-20.8,,Matias,huentecostanera@gmail.com
Costanera,COS001,27-07-2025 20:01:08,8.5,,Matias,huentecostanera@gmail.com
Esc. Militar,EM001,27-07-2025 19:56:41,8.4,,,huente.escuelamilitar@gmail.com
MUT,MUT004,27-07-2025 19:39:00,12.5,,Nicole,huente.mut@gmail.com
MUT,MUT003,27-07-2025 19:38:00,0.1,,Nicole,huente.mut@gmail.com
MUT,MUT002,27-07-2025 19:36:00,0.4,,Nicole,huente.mut@gmail.com
Esc. Militar,EM003,27-07-2025 19:35:52,14.1,,,huente.escuelamilitar@gmail.com
MUT,MUT001,27-07-2025 19:35:00,0.5,,Nicole,huente.mut@gmail.com
Esc. Militar,EM004,27-07-2025 19:31:58,6.1,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,27-07-2025 19:25:48,2.8,,,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA004,27-07-2025 17:29:00,4.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,27-07-2025 17:28:00,-2.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,27-07-2025 17:28:00,4.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,27-07-2025 17:28:00,10.7,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,27-07-2025 17:04:42,0.2,,Matias,huentecostanera@gmail.com
Costanera,COS004,27-07-2025 17:04:28,4.4,,Matias,huentecostanera@gmail.com
Costanera,COS003,27-07-2025 17:04:17,-22.6,,Matias,huentecostanera@gmail.com
Costanera,COS001,27-07-2025 17:03:38,4.7,,Matias,huentecostanera@gmail.com
MUT,MUT004,27-07-2025 16:38:00,11.2,,Nicole,huente.mut@gmail.com
MUT,MUT003,27-07-2025 16:37:00,0.1,,Nicole,huente.mut@gmail.com
MUT,MUT002,27-07-2025 16:36:00,0.3,,Nicole,huente.mut@gmail.com
MUT,MUT001,27-07-2025 16:35:00,0.4,,Nicole,huente.mut@gmail.com
Esc. Militar,EM005,27-07-2025 16:19:51,2.8,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,27-07-2025 16:16:14,7,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,27-07-2025 16:12:54,13.8,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,27-07-2025 16:09:35,8.6,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,27-07-2025 16:07:30,8.5,,,huente.escuelamilitar@gmail.com
Costanera,COS002,27-07-2025 12:08:48,-1,,,huentecostanera@gmail.com
Costanera,COS004,27-07-2025 12:03:09,5.8,,,huentecostanera@gmail.com
Costanera,COS003,27-07-2025 12:01:40,21.6,,,huentecostanera@gmail.com
Costanera,COS001,27-07-2025 12:01:19,8.6,,,huentecostanera@gmail.com
MUT,MUT004,27-07-2025 11:38:00,13,,Nicole,huente.mut@gmail.com
MUT,MUT003,27-07-2025 11:37:00,0.3,,Nicole,huente.mut@gmail.com
MUT,MUT002,27-07-2025 11:36:00,0.2,,Nicole,huente.mut@gmail.com
MUT,MUT001,27-07-2025 11:34:00,0.5,,Nicole,huente.mut@gmail.com
Plaza Egaña,EGA003,27-07-2025 10:52:00,9.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,27-07-2025 10:33:00,3.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,27-07-2025 10:32:00,0.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,27-07-2025 10:32:00,5.2,,Luis,huente.plazaegana@gmail.com
Esc. Militar,EM005,27-07-2025 10:18:53,3.9,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,27-07-2025 10:04:31,10,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,27-07-2025 10:02:20,12.2,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,27-07-2025 10:01:04,6.9,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,27-07-2025 10:00:54,1.2,,,huente.escuelamilitar@gmail.com
Costanera,COS004,26-07-2025 21:51:03,5.2,,Matias,huentecostanera@gmail.com
Costanera,COS003,26-07-2025 21:50:47,-21.1,,Matias,huentecostanera@gmail.com
Costanera,COS002,26-07-2025 21:50:36,0.1,,Matias,huentecostanera@gmail.com
Costanera,COS001,26-07-2025 21:50:24,7.7,,Matias,huentecostanera@gmail.com
Plaza Egaña,EGA004,26-07-2025 21:43:00,3.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,26-07-2025 21:40:00,-0.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,26-07-2025 21:40:00,5.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,26-07-2025 21:40:00,7.8,,Luis,huente.plazaegana@gmail.com
MUT,MUT003,26-07-2025 20:31:00,0.7,,Nicole,huente.mut@gmail.com
MUT,MUT004,26-07-2025 20:31:00,10.4,,Nicole,huente.mut@gmail.com
MUT,MUT002,26-07-2025 20:30:00,0.3,,Nicole,huente.mut@gmail.com
MUT,MUT001,26-07-2025 20:23:00,0.6,,Nicole,huente.mut@gmail.com
Esc. Militar,EM005,26-07-2025 19:32:13,1.7,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,26-07-2025 19:30:51,9.8,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,26-07-2025 19:27:20,13.5,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,26-07-2025 19:24:01,8.2,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,26-07-2025 19:16:31,9.4,,,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA001,26-07-2025 17:46:00,-2.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,26-07-2025 17:46:00,6.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,26-07-2025 17:46:00,10.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,26-07-2025 17:42:00,3.5,,Luis,huente.plazaegana@gmail.com
MUT,MUT004,26-07-2025 17:22:00,10.6,,Nicole,huente.mut@gmail.com
MUT,MUT002,26-07-2025 17:18:00,0.3,,Nicole,huente.mut@gmail.com
MUT,MUT003,26-07-2025 17:18:00,0.1,,Nicole,huente.mut@gmail.com
MUT,MUT001,26-07-2025 17:17:00,0.7,,Nicole,huente.mut@gmail.com
Costanera,COS002,26-07-2025 17:10:23,0,,Matias,huentecostanera@gmail.com
Costanera,COS004,26-07-2025 17:09:44,5.9,,Matias,huentecostanera@gmail.com
Costanera,COS001,26-07-2025 17:09:22,5.4,,Matias,huentecostanera@gmail.com
Costanera,COS003,26-07-2025 17:09:07,-22.7,,Matias,huentecostanera@gmail.com
Esc. Militar,EM005,26-07-2025 16:58:14,9.5,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,26-07-2025 16:53:54,8.3,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,26-07-2025 16:46:00,14,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,26-07-2025 16:11:40,4.9,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,26-07-2025 16:11:28,9.2,,,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA004,26-07-2025 12:42:00,3.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,26-07-2025 12:40:00,-0.02,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,26-07-2025 12:40:00,4.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,26-07-2025 12:40:00,11.5,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,26-07-2025 12:20:14,0.2,,Matias,huentecostanera@gmail.com
Costanera,COS004,26-07-2025 12:10:05,5.9,,Matias,huentecostanera@gmail.com
Costanera,COS003,26-07-2025 12:09:41,-20.6,,Matias,huentecostanera@gmail.com
Costanera,COS001,26-07-2025 12:09:24,7.3,,Matias,huentecostanera@gmail.com
MUT,MUT004,26-07-2025 11:17:00,9.8,,Nicole,huente.mut@gmail.com
MUT,MUT002,26-07-2025 11:16:00,0.4,,Nicole,huente.mut@gmail.com
MUT,MUT003,26-07-2025 11:16:00,0.4,,Nicole,huente.mut@gmail.com
MUT,MUT001,26-07-2025 11:15:00,0.8,,Nicole,huente.mut@gmail.com
Esc. Militar,EM005,26-07-2025 10:52:47,1.6,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,26-07-2025 10:40:47,9.9,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,26-07-2025 10:34:34,12.2,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,26-07-2025 10:25:53,8.4,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,26-07-2025 10:25:19,13.8,,Almendra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA004,25-07-2025 22:21:00,2.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,25-07-2025 22:15:00,6.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,25-07-2025 22:15:00,10.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,25-07-2025 22:12:00,1.9,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,25-07-2025 21:27:00,-22,,Nino,huentecostanera@gmail.com
Costanera,COS001,25-07-2025 21:07:00,9.1,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,25-07-2025 21:06:00,6.8,,Nino,huentecostanera@gmail.com
Costanera,COS002,25-07-2025 21:02:00,1.6,,Nino,huentecostanera@gmail.com
Costanera,COS004,25-07-2025 21:02:00,2.3,,Nino,huentecostanera@gmail.com
Costanera,COS002,25-07-2025 21:00:00,3.2,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,25-07-2025 21:00:00,2.5,,Ninoska,huentecostanera@gmail.com
MUT,MUT004,25-07-2025 20:11:49,7.9,,Paula,huente.mut@gmail.com
MUT,MUT003,25-07-2025 20:11:35,0.9,,Paula,huente.mut@gmail.com
MUT,MUT002,25-07-2025 20:11:16,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,25-07-2025 20:10:52,0.8,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,25-07-2025 17:42:00,2.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,25-07-2025 17:41:00,9.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,25-07-2025 17:40:00,1.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,25-07-2025 17:36:00,6.4,,Luis,huente.plazaegana@gmail.com
